314792.507471,0x50a4ce60ac70b8e7dfdfe58f57d67be17fe02923,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
30000.49,0xc48c59a53c920da434de7f99973fdf645753de0f,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
163,0xdae28d1c3b06eba1c145e715d454fa9884c316fc,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
581882481.81054582,0x4f694fa21460f69b2964a6b53b9e509ecac0fea7,SHIB,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,18
190.194398,0x0cb5004c832b0799799d1edb9c1aba9010678637,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0.46871356,0x1b9b27f4d65566520fb146eff6297f3d0b23c730,ETH,"",18
0.61530631,0x8daf33bc94850883bbb209afb457799ed4f6e64c,ETH,"",18
0.01,0x180c5d7e86cb76fd5808fae50a8e719ea1910f0c,ETH,"",18
0.005,0xbcf82442a566cdaced21847bcfadbf5e89b47f9b,ETH,"",18
0,0xea25078f9c1878369a76c1daac6d3044f6b8b7ce,MANA,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,18
0,0x52f96615da274538cafa6fe78c1cfdb0458ecf4b,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0.999517,0x04172f9bc3cb8816ddd7c7064d44b142f19fabcd,ETH,"",18
3.39911074,0x2b86bd2ff18308a82906c60682dc17f717e76fb0,ETH,"",18
841.052351,0xea6adb741ac5da3df97d0dd4280728a3fc947187,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0.1,0x4b416e527213b0a3871a192fe3ed4c117bf6f6c3,ETH,"",18
796.982022,0xd067ea024bf7dc3d97e906f47239c1d87e7c8f51,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
1358.803632,0x0b1e8a43d56a7de1433bf63fc7d21439c1f56df3,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
550,0xe88698e07886752955c081b2487f529c20ca5337,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
183.477805,0x537af3b06c0d62e2aec9497a634f5615e49d9580,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
884.57548,0x1dc1d17749e22f5614b00ea162767649ad26972e,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
28818.870579,0x872487ee3d76f2a6d9ac51c6640d9dedf989cb3f,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
22.805131,0xefca5316079287756a61ebefa7c8c869511ca9f7,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0.549259205381751637,0xf2b515ae8b8193401857d5f5ab39bc80e340960f,ETH,"",18
1.50588383,0xfd4c974ebddd5d1f09495539298cad52b025514a,ETH,"",18
650.755987,0x67d64b31690a95c64e53773d1a2fee369bd245a6,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
1.096403564084686545,0xbdabbd2d4f66ac900ffb6a0efb2fba6ebabf9550,ETH,"",18
3000,0xf104a04ebbb18abf2c2c0a29f3fffc56b8041fa2,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
10337,0xf04e639f08c587746b1b740187cb8389ceeaac3e,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0.334476223214275054,0x073d3f915e3d51c014fd04b9dd9d4cf081a69005,ETH,"",18
496.603201,0x5378fcf97c2873574774e8a6c046e03a29196bd6,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
0.67908622,0x6ef119af37755e394bd8f34926065037977ceae7,ETH,"",18
119978.2,0x91a2ee50cb1ef4e18402eea9182f634b5de71ed5,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
195,0x17861f67857633048d3233ee885d79603eea2ab7,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0.043953613332603926,0x7ff9d8f171a1be5551771f8025dcc4de42608be5,ETH,"",18
0.044428312008059,0x24d98c5330e45a1ae4356d5e44722fe65269ebea,ETH,"",18
0.2,0x44e2f2efad96d6e93f4e3d49a048ab6adb819810,ETH,"",18
361.098943,0x6c9f2825ce54827a86225e173d63f7378f832aec,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
155.71,0x75d5bcd330716d07177fe2b018666f3114a55df6,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
0.154673877790677324,0x8bac5135f01e28bd03326e0d284af14ef599fa80,ETH,"",18
210,0x0bcdd2c98aa5f3203026f8be50138a6d77af4ed8,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6
-761,0x14c8ab3dce4279bf8676cdc7f5cd4af637d18574,VPAD,0x51fe2e572e97bfeb1d719809d743ec2675924edc,18
0.01,0x8e9590bcc066386e2cd5cd82712aa1b31910634e,ETH,"",18
0.019341891384836885,0x18de9ce35b1a39ae752e89d8e875ca46f93d4e72,ETH,"",18
31337.7387,0x18de9ce35b1a39ae752e89d8e875ca46f93d4e72,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6
